,Player,player_code,Squad,90s,sub_position,Based
1506,Luis Hernández,luis-hernandez89,Cádiz,35.0,Centre-Back,La Liga
1507,Mario Hernández,mario-hernandez99,Rayo Vallecano,1.1,Right-Back,La Liga
1508,Ander Herrera,ander-herrera89,Athletic Club,7.7,Central Midfield,La Liga
1509,Yangel Herrera,yangel-herrera98,Girona,10.7,Central Midfield,La Liga
1510,Omar El Hilali,omar-el-hilali03,Espanyol,1.0,Right-Back,La Liga
1511,Martin Hongla,martin-hongla98,Valladolid,14.5,Defensive Midfield,La Liga
1512,Pablo Ibáñez,pablo-ibanez98,Osasuna,11.8,Central Midfield,La Liga
1513,Iglesias,iglesias98,Getafe,23.8,Right-Back,La Liga
1514,Borja Iglesias,borja-iglesias93,Betis,26.3,Centre-Forward,La Liga
1515,Asier Illarramendi,asier-illarramendi90,Real Sociedad,12.0,Defensive Midfield,La Liga
1516,Nicolas Jackson,nicolas-jackson01,Villarreal,17.8,Centre-Forward,La Liga
1517,Luis Javier Suárez,luis-javier-suarez97,Almería,16.6,Centre-Forward,La Liga
1518,Joaquín,joaquin81,Betis,5.5,Right Winger,La Liga
1519,Frenkie de Jong,frenkie-de-jong97,Barcelona,28.2,Central Midfield,La Liga
1520,Joan Jordán,joan-jordan94,Sevilla,17.7,Central Midfield,La Liga
1521,Josan,josan89,Elche,12.0,Right Winger,La Liga
1522,Willian José,willian-jose91,Betis,8.1,Centre-Forward,La Liga
1523,Joselu,joselu90,Espanyol,33.2,Centre-Forward,La Liga
1524,Juanmi,juanmi93,Betis,10.3,Left Winger,La Liga
1525,Juanpe,juanpe91,Girona,15.8,Centre-Back,La Liga
1526,Vinicius Júnior,vinicius-junior00,Real Madrid,31.4,Left Winger,La Liga
1527,Tino Kadewere,tino-kadewere96,Mallorca,6.0,Centre-Forward,La Liga
1528,Kaiky,kaiky04,Almería,6.5,Centre-Back,La Liga
1529,Lee Kang-in,lee-kang-in01,Mallorca,31.4,Attacking Midfield,La Liga
1530,Kenedy,kenedy96,Valladolid,3.1,Left Winger,La Liga
1531,Franck Kessié,franck-kessie96,Barcelona,11.0,Central Midfield,La Liga
1532,Kiké,kike89,Osasuna,11.3,Centre-Forward,La Liga
1533,Justin Kluivert,justin-kluivert99,Valencia,16.1,Left Winger,La Liga
1534,Koke,koke92,Atlético Madrid,28.3,Central Midfield,La Liga
1535,Geoffrey Kondogbia,geoffrey-kondogbia93,Atlético Madrid,11.2,Defensive Midfield,La Liga
1536,Jules Koundé,jules-kounde98,Barcelona,27.0,Centre-Back,La Liga
1537,Toni Kroos,toni-kroos90,Real Madrid,23.9,Central Midfield,La Liga
1538,Takefusa Kubo,takefusa-kubo01,Real Sociedad,27.1,Right Winger,La Liga
1539,César de la Hoz,cesar-de-la-hoz92,Almería,18.6,Central Midfield,La Liga
1540,Luca de la Torre,luca-de-la-torre98,Celta Vigo,16.5,Central Midfield,La Liga
1541,Érik Lamela,erik-lamela92,Sevilla,20.5,Right Winger,La Liga
1542,Cyle Larin,cyle-larin95,Valladolid,16.3,Centre-Forward,La Liga
1543,Juanmi Latasa,juanmi-latasa01,Getafe,5.0,Centre-Forward,La Liga
1544,Toni Lato,toni-lato97,Valencia,10.2,Left-Back,La Liga
1545,Lázaro,lazaro02,Almería,8.0,Left Winger,La Liga
1546,Robin Le Normand,robin-le-normand96,Real Sociedad,31.1,Centre-Back,La Liga
1547,Florian Lejeune,florian-lejeune91,Rayo Vallecano,28.5,Centre-Back,La Liga
1548,Iñigo Lekue,inigo-lekue93,Athletic Club,14.7,Right-Back,La Liga
1549,Thomas Lemar,thomas-lemar95,Atlético Madrid,13.9,Attacking Midfield,La Liga
1550,Sergio León,sergio-leon89,Valladolid,14.8,Centre-Forward,La Liga
1551,Robert Lewandowski,robert-lewandowski88,Barcelona,31.6,Centre-Forward,La Liga
1552,Samuel Lino,samuel-lino99,Valencia,32.1,Left Winger,La Liga
1553,Pol Lirola,pol-lirola97,Elche,7.0,Right-Back,La Liga
1554,Marcos Llorente,marcos-llorente95,Atlético Madrid,18.9,Central Midfield,La Liga
1555,Giovani Lo Celso,giovani-lo-celso96,Villarreal,12.5,Central Midfield,La Liga
1556,David López,david-lopez89,Girona,18.4,Centre-Back,La Liga
1557,Unai López,unai-lopez95,Rayo Vallecano,13.9,Central Midfield,La Liga
1558,Anthony Lozano,anthony-lozano93,Cádiz,16.0,Centre-Forward,La Liga
1559,José Luis Gayà,jose-luis-gaya95,Valencia,30.1,Left-Back,La Liga
1560,José Luis Morales,jose-luis-morales87,Villarreal,13.5,Centre-Forward,La Liga
1561,Darwin Machís,darwin-machis93,Valladolid,6.7,Left Winger,La Liga
1562,Pablo Maffeo,pablo-maffeo97,Mallorca,33.1,Right-Back,La Liga
1563,Lisandro Magallán,lisandro-magallan93,Elche,10.0,Centre-Back,La Liga
1564,Nemanja Maksimović,nemanja-maksimovic95,Getafe,22.8,Central Midfield,La Liga
1565,Hugo Mallo,hugo-mallo91,Celta Vigo,24.0,Right-Back,La Liga
1566,Reinildo Mandava,reinildo-mandava94,Atlético Madrid,20.6,Left-Back,La Liga
1567,Aïssa Mandi,aissa-mandi91,Villarreal,16.2,Centre-Back,La Liga
1568,Marcão,marcao96,Sevilla,4.2,Centre-Back,La Liga
1569,Óscar de Marcos,oscar-de-marcos89,Athletic Club,31.3,Right-Back,La Liga
1570,José Mari,jose-mari87,Cádiz,4.4,Defensive Midfield,La Liga
1571,José María Giménez,jose-maria-gimenez95,Atlético Madrid,26.9,Centre-Back,La Liga
1572,Mariano,mariano93,Real Madrid,1.7,Centre-Forward,La Liga
1573,Roger Martí,roger-marti91,Cádiz,7.1,Centre-Forward,La Liga
1574,Andrés Martín,andres-martin99,Rayo Vallecano,2.3,Centre-Forward,La Liga
1575,Iván Martín,ivan-martin99,Girona,17.6,Attacking Midfield,La Liga
1576,Arnau Martinez,arnau-martinez03,Girona,30.4,Right-Back,La Liga
1577,Iñigo Martínez,inigo-martinez91,Athletic Club,14.9,Centre-Back,La Liga
1578,Omar Mascarell,omar-mascarell93,Elche,27.2,Defensive Midfield,La Liga
1579,Jaime Mata,jaime-mata88,Getafe,4.9,Centre-Forward,La Liga
1580,Borja Mayoral,borja-mayoral97,Getafe,30.7,Centre-Forward,La Liga
1581,Mamadou Mbaye,mamadou-mbaye98,Cádiz,8.4,Centre-Back,La Liga
1582,Gonzalo Melero,gonzalo-melero94,Almería,20.6,Central Midfield,La Liga
1583,Memphis,memphis94,Atlético Madrid,3.0,Centre-Forward,La Liga
1584,Houboulang Mendes,houboulang-mendes98,Almería,9.8,Right-Back,La Liga
1585,Brais Méndez,brais-mendez97,Real Sociedad,26.7,Attacking Midfield,La Liga
1586,Ferland Mendy,ferland-mendy95,Real Madrid,15.0,Left-Back,La Liga
1587,Jorge Meré,jorge-mere97,Cádiz,6.7,Centre-Back,La Liga
1588,Mikel Merino,mikel-merino96,Real Sociedad,27.7,Central Midfield,La Liga
1589,Roque Mesa,roque-mesa89,Valladolid,18.0,Central Midfield,La Liga
1590,Éder Militão,eder-militao98,Real Madrid,30.0,Centre-Back,La Liga
1591,Luis Milla,luis-milla94,Getafe,20.6,Central Midfield,La Liga
1592,Pere Milla,pere-milla92,Elche,20.5,Left Winger,La Liga
1593,Marko Milovanović,marko-milovanovic03,Almería,0.2,Centre-Forward,La Liga
1594,Óscar Mingueza,oscar-mingueza99,Celta Vigo,14.3,Centre-Back,La Liga
1595,Rafa Mir,rafa-mir97,Sevilla,14.4,Centre-Forward,La Liga
1596,Juan Miranda,juan-miranda00,Betis,16.4,Left-Back,La Liga
1597,Stefan Mitrović,stefan-mitrovic90,Getafe,18.7,Centre-Back,La Liga
1598,Luka Modrić,luka-modric85,Real Madrid,19.4,Central Midfield,La Liga
1599,Johan Mojica,johan-mojica92,Villarreal,7.1,Left-Back,La Liga
1600,Nahuel Molina,nahuel-molina98,Atlético Madrid,31.9,Right-Back,La Liga
1601,Jon Moncayola,jon-moncayola98,Osasuna,27.2,Central Midfield,La Liga
1602,Monchu,monchu99,Valladolid,22.6,Central Midfield,La Liga
1603,César Montes,cesar-montes97,Espanyol,17.7,Centre-Back,La Liga
1604,Gonzalo Montiel,gonzalo-montiel97,Sevilla,16.9,Right-Back,La Liga
1605,Martín Montoya,martin-montoya91,Betis,5.0,Right-Back,La Liga
1606,Álvaro Morata,alvaro-morata92,Atlético Madrid,21.1,Centre-Forward,La Liga
1607,Jon Morcillo,jon-morcillo98,Athletic Club,0.8,Left Winger,La Liga
1608,Alberto Moreno,alberto-moreno92,Villarreal,14.4,Left-Back,La Liga
1609,Diego Moreno,diego-moreno01,Osasuna,7.1,Right-Back,La Liga
1610,Gerard Moreno,gerard-moreno92,Villarreal,13.7,Centre-Forward,La Liga
1611,Tete Morente,tete-morente96,Elche,23.0,Left Winger,La Liga
1612,Ilaix Moriba,ilaix-moriba03,Valencia,11.2,Central Midfield,La Liga
1613,Manu Morlanes,manu-morlanes99,Mallorca,7.8,Central Midfield,La Liga
1614,Cristhian Mosquera,cristhian-mosquera04,Valencia,1.6,Centre-Back,La Liga
1615,Abdul Mumin,abdul-mumin98,Rayo Vallecano,10.2,Centre-Back,La Liga
1616,Iker Muniain,iker-muniain92,Athletic Club,18.8,Attacking Midfield,La Liga
1617,Aihen Muñoz,aihen-munoz97,Real Sociedad,19.5,Left-Back,La Liga
1618,Vedat Muriqi,vedat-muriqi94,Mallorca,32.6,Centre-Forward,La Liga
1619,Yunus Musah,yunus-musah02,Valencia,23.4,Central Midfield,La Liga
1620,Nacho,nacho90,Real Madrid,18.2,Centre-Back,La Liga
1621,Matija Nastasić,matija-nastasic93,Mallorca,10.1,Centre-Back,La Liga
1622,Roberto Navarro,roberto-navarro02,Real Sociedad,3.9,Attacking Midfield,La Liga
1623,Jesús Navas,jesus-navas85,Sevilla,22.0,Right-Back,La Liga
1624,Álvaro Negredo,alvaro-negredo85,Cádiz,8.4,Centre-Forward,La Liga
1625,Tanguy Nianzou,tanguy-nianzou02,Sevilla,15.2,Centre-Back,La Liga
1626,Saúl Ñíguez,saul-niguez94,Atlético Madrid,12.2,Central Midfield,La Liga
1627,Randy Ntekja,randy-ntekja97,Elche,8.1,Attacking Midfield,La Liga
1628,Unai Núñez,unai-nunez97,Celta Vigo,35.0,Centre-Back,La Liga
1629,Brian Ocampo,brian-ocampo99,Cádiz,12.4,Left Winger,La Liga
1630,Lucas Ocampos,lucas-ocampos94,Sevilla,12.9,Left Winger,La Liga
1631,Álvaro Odriozola,alvaro-odriozola95,Real Madrid,0.4,Right-Back,La Liga
1632,Lucas Olaza,lucas-olaza94,Valladolid,16.6,Left-Back,La Liga
1633,Brian Oliván,brian-olivan94,Espanyol,26.7,Left-Back,La Liga
1634,Aimar Oroz,aimar-oroz01,Osasuna,22.4,Attacking Midfield,La Liga
1635,Mikel Oyarzabal,mikel-oyarzabal97,Real Sociedad,13.5,Left Winger,La Liga
1636,Cenk Özkacar,cenk-ozkacar00,Valencia,15.2,Centre-Back,La Liga
1637,Jon Pacheco,jon-pacheco01,Real Sociedad,13.3,Centre-Back,La Liga
1638,Gonçalo Paciência,goncalo-paciencia94,Celta Vigo,7.4,Centre-Forward,La Liga
1639,Helibelton Palacios,helibelton-palacios93,Elche,21.3,Right-Back,La Liga
1640,Isaac Palazón Camacho,isaac-palazon-camacho94,Rayo Vallecano,32.9,Right Winger,La Liga
1641,Aitor Paredes,aitor-paredes00,Athletic Club,9.5,Centre-Back,La Liga
1642,Daniel Parejo,daniel-parejo89,Villarreal,36.5,Central Midfield,La Liga
1643,Raúl Parra,raul-parra99,Cádiz,3.4,Right-Back,La Liga
1644,Gabriel Paulista,gabriel-paulista90,Valencia,16.7,Centre-Back,La Liga
1645,Alfonso Pedraza,alfonso-pedraza96,Villarreal,18.1,Left-Back,La Liga
1646,Pedri,pedri02,Barcelona,22.0,Central Midfield,La Liga
1647,Adrià Pedrosa,adria-pedrosa98,Espanyol,2.5,Left-Back,La Liga
1648,Rubén Peña,ruben-pena91,Osasuna,14.2,Right-Back,La Liga
1649,Ayoze Pérez,ayoze-perez93,Betis,15.4,Second Striker,La Liga
1650,Carles Pérez,carles-perez98,Celta Vigo,23.8,Right Winger,La Liga
1651,Francisco Perez,francisco-perez02,Valencia,1.6,Right Winger,La Liga
1652,Kike Pérez,kike-perez97,Valladolid,25.6,Central Midfield,La Liga
1653,Luis Pérez,luis-perez95,Valladolid,13.5,Right-Back,La Liga
1654,Germán Pezzella,german-pezzella91,Betis,27.9,Centre-Back,La Liga
1655,Ronaël Pierre-Gabriel,ronael-pierre-gabriel98,Espanyol,2.6,Right-Back,La Liga
1656,Yeremi Pino,yeremi-pino02,Villarreal,27.2,Right Winger,La Liga
1657,Óscar Plano,oscar-plano91,Valladolid,22.6,Right Winger,La Liga
1658,Gonzalo Plata,gonzalo-plata00,Valladolid,25.6,Right Winger,La Liga
1659,Ezequiel Ponce,ezequiel-ponce97,Elche,12.5,Centre-Forward,La Liga
1660,Francisco Portillo,francisco-portillo90,Almería,8.0,Right Winger,La Liga
1661,Portu,portu92,Getafe,19.7,Right Winger,La Liga
1662,José Pozo,jose-pozo96,Rayo Vallecano,1.0,Attacking Midfield,La Liga
1663,Alejandro Pozo Pozo,alejandro-pozo-pozo99,Almería,20.9,Right-Back,La Liga
1664,Abdón Prats,abdon-prats92,Mallorca,4.6,Centre-Forward,La Liga
1665,Javi Puado,javi-puado98,Espanyol,26.0,Left Winger,La Liga
1666,Arnau Puigmal,arnau-puigmal01,Almería,8.5,Central Midfield,La Liga
1667,Antonio Raillo,antonio-raillo91,Mallorca,30.7,Centre-Back,La Liga
1668,Ivan Rakitić,ivan-rakitic88,Sevilla,19.9,Central Midfield,La Liga
1669,Largie Ramazani,largie-ramazani01,Almería,15.6,Left Winger,La Liga
1670,Chris Ramos,chris-ramos97,Cádiz,7.9,Centre-Forward,La Liga
1671,Raphinha,raphinha96,Barcelona,23.0,Right Winger,La Liga
1672,Sergio Reguilón,sergio-reguilon96,Atlético Madrid,3.4,Left-Back,La Liga
1673,Reinier,reinier02,Girona,7.2,Attacking Midfield,La Liga
1674,Karim Rekik,karim-rekik94,Sevilla,13.1,Centre-Back,La Liga
1675,Nico Ribaudo,nico-ribaudo01,Espanyol,13.9,Left Winger,La Liga
1676,Diego Rico,diego-rico93,Real Sociedad,18.3,Left-Back,La Liga
1677,Rodrigo Riquelme,rodrigo-riquelme00,Girona,24.2,Left Winger,La Liga
1678,Sergi Roberto,sergi-roberto92,Barcelona,14.5,Right-Back,La Liga
1679,Lucas Robertone,lucas-robertone97,Almería,31.6,Central Midfield,La Liga
1680,Enzo Roco,enzo-roco92,Elche,18.4,Centre-Back,La Liga
1681,Rodri,rodri00,Betis,17.8,Attacking Midfield,La Liga
1682,Ángel Rodríguez,angel-rodriguez87,Mallorca,4.4,Centre-Forward,La Liga
1683,Óscar Rodríguez Arnaiz,oscar-rodriguez-arnaiz98,Celta Vigo,19.7,Attacking Midfield,La Liga
1684,Dani Rodríguez,dani-rodriguez88,Mallorca,23.3,Attacking Midfield,La Liga
1685,Guido Rodríguez,guido-rodriguez94,Betis,31.9,Defensive Midfield,La Liga
1686,Miguel Rodríguez,miguel-rodriguez03,Celta Vigo,2.8,Centre-Forward,La Liga
1687,Rodrygo,rodrygo01,Real Madrid,26.4,Right Winger,La Liga
1688,Oriol Romeu,oriol-romeu91,Girona,32.8,Defensive Midfield,La Liga
1689,Rubén,ruben01,Espanyol,9.9,Right-Back,La Liga
1690,Antonio Rüdiger,antonio-rudiger93,Real Madrid,26.8,Centre-Back,La Liga
1691,Aitor Ruibal,aitor-ruibal96,Betis,16.2,Right-Back,La Liga
1692,Víctor Ruiz,victor-ruiz89,Betis,6.2,Centre-Back,La Liga
1693,Youssouf Sabaly,youssouf-sabaly93,Betis,18.7,Right-Back,La Liga
1694,Umar Sadiq,umar-sadiq97,Real Sociedad,0.9,Centre-Forward,La Liga
1695,Fede San Emeterio,fede-san-emeterio97,Cádiz,20.5,Central Midfield,La Liga
1696,Oihan Sancet,oihan-sancet00,Athletic Club,28.1,Attacking Midfield,La Liga
1697,Antonio Sánchez,antonio-sanchez97,Mallorca,12.0,Central Midfield,La Liga
1698,Iván Sánchez,ivan-sanchez92,Valladolid,12.8,Right Winger,La Liga
1699,Javi Sánchez,javi-sanchez97,Valladolid,26.6,Centre-Back,La Liga
1700,Manu Sánchez,manu-sanchez00,Osasuna,23.6,Left-Back,La Liga
1701,Esteban Saveljich,esteban-saveljich91,Rayo Vallecano,0.0,Centre-Back,La Liga
1702,Stefan Savić,stefan-savic91,Atlético Madrid,21.6,Centre-Back,La Liga
1703,Haris Seferović,haris-seferovic92,Celta Vigo,9.9,Centre-Forward,La Liga
1704,Jaime Seoane,jaime-seoane97,Getafe,3.6,Central Midfield,La Liga
1705,David Silva,david-silva86,Real Sociedad,21.5,Attacking Midfield,La Liga
1706,Rubén Sobrino,ruben-sobrino92,Cádiz,27.4,Centre-Forward,La Liga
1707,Alex Sola,alex-sola99,Real Sociedad,3.9,Right-Back,La Liga
1708,Augusto Solari,augusto-solari92,Celta Vigo,2.9,Right Winger,La Liga
1709,Dyego Sousa,dyego-sousa89,Almería,5.9,Centre-Forward,La Liga
1710,Vinicius Souza,vinicius-souza99,Espanyol,27.0,Defensive Midfield,La Liga
1711,Jørgen Strand Larsen,jorgen-strand-larsen00,Celta Vigo,18.9,Centre-Forward,La Liga
1712,Cristhian Stuani,cristhian-stuani86,Girona,12.1,Centre-Forward,La Liga
1713,Damián Suárez,damian-suarez88,Getafe,21.6,Right-Back,La Liga
1714,Denis Suárez,denis-suarez94,Espanyol,10.5,Attacking Midfield,La Liga
1715,Mario Suárez,mario-suarez87,Rayo Vallecano,0.1,Centre-Back,La Liga
1716,Suso,suso93,Sevilla,11.8,Right Winger,La Liga
1717,Williot Swedberg,williot-swedberg04,Celta Vigo,0.6,Attacking Midfield,La Liga
1718,Alexander Sørloth,alexander-sorloth95,Real Sociedad,26.5,Centre-Forward,La Liga
1719,Renato Tapia,renato-tapia95,Celta Vigo,16.1,Defensive Midfield,La Liga
1720,Aurélien Tchouaméni,aurelien-tchouameni00,Real Madrid,23.5,Defensive Midfield,La Liga
1721,Alex Telles,alex-telles92,Sevilla,15.9,Left-Back,La Liga
1722,Ramón Terrats,ramon-terrats00,Villarreal,9.1,Defensive Midfield,La Liga
1723,Raúl de Tomás,raul-de-tomas94,Rayo Vallecano,8.9,Centre-Forward,La Liga
1724,Pablo Torre,pablo-torre03,Barcelona,1.6,Central Midfield,La Liga
1725,Ferrán Torres,ferran-torres00,Barcelona,15.5,Left Winger,La Liga
1726,Óliver Torres,oliver-torres94,Sevilla,23.7,Central Midfield,La Liga
1727,Pau Torres,pau-torres97,Villarreal,33.9,Centre-Back,La Liga
1728,Lucas Torró,lucas-torro94,Osasuna,27.5,Defensive Midfield,La Liga
1729,Óscar Trejo,oscar-trejo88,Rayo Vallecano,23.8,Attacking Midfield,La Liga
1730,Manu Trigueros,manu-trigueros91,Villarreal,9.2,Central Midfield,La Liga
1731,Viktor Tsyhankov,viktor-tsyhankov97,Girona,16.5,Right Winger,La Liga
1732,Beñat Turrientes,benat-turrientes02,Real Sociedad,1.2,Central Midfield,La Liga
1733,Enes Ünal,enes-unal97,Getafe,33.0,Centre-Forward,La Liga
1734,Óscar Valentín,oscar-valentin94,Rayo Vallecano,28.4,Central Midfield,La Liga
1735,Martin Valjent,martin-valjent95,Mallorca,29.5,Centre-Back,La Liga
1736,Jesús Vallejo,jesus-vallejo97,Real Madrid,0.2,Centre-Back,La Liga
1737,Federico Valverde,federico-valverde98,Real Madrid,27.8,Central Midfield,La Liga
1738,Jesus Vazquez,jesus-vazquez03,Valencia,3.4,Left-Back,La Liga
1739,Kevin Vázquez,kevin-vazquez93,Celta Vigo,4.9,Right-Back,La Liga
1740,Lucas Vázquez,lucas-vazquez91,Real Madrid,12.7,Right-Back,La Liga
1741,Gabriel Veiga,gabriel-veiga02,Celta Vigo,25.5,Attacking Midfield,La Liga
1742,Unai Vencedor Paris,unai-vencedor-paris00,Athletic Club,2.1,Central Midfield,La Liga
1743,Gonzalo Verdú,gonzalo-verdu88,Elche,7.8,Centre-Back,La Liga
1744,Mikel Vesga,mikel-vesga93,Athletic Club,28.6,Defensive Midfield,La Liga
1745,Aleix Vidal,aleix-vidal89,Espanyol,11.4,Right Winger,La Liga
1746,Nacho Vidal,nacho-vidal95,Osasuna,13.9,Right-Back,La Liga
1747,Toni Villa,toni-villa95,Girona,9.9,Left Winger,La Liga
1748,Gonzalo Villar,gonzalo-villar98,Getafe,5.1,Central Midfield,La Liga
1749,Daniel Vivian,daniel-vivian99,Athletic Club,26.4,Centre-Back,La Liga
1750,Iñaki Williams,inaki-williams94,Athletic Club,31.5,Centre-Forward,La Liga
1751,Nico Williams,nico-williams02,Athletic Club,29.5,Right Winger,La Liga
1752,Axel Witsel,axel-witsel89,Atlético Madrid,25.1,Defensive Midfield,La Liga
1753,Jawad El Yamiq,jawad-el-yamiq92,Valladolid,17.9,Centre-Back,La Liga
1754,Joseba Zaldúa,joseba-zaldua92,Cádiz,7.1,Right-Back,La Liga
1755,Oier Zarraga,oier-zarraga99,Athletic Club,9.5,Central Midfield,La Liga
1756,Igor Zubeldia,igor-zubeldia97,Real Sociedad,28.2,Centre-Back,La Liga
1757,Martín Zubimendi,martin-zubimendi99,Real Sociedad,34.5,Defensive Midfield,La Liga
1758,Hugo Guillamón,hugo-guillamon00,Valencia,18.1,Defensive Midfield,La Liga
1759,Diego Acosta,diego-acosta02,Orenburg,0.1,Centre-Forward,Premier Liga
1760,Arsen Adamov,arsen-adamov99,Zenit,2.4,Right-Back,Premier Liga
1761,Gamid Agalarov,gamid-agalarov00,Akhmat Grozny,9.8,Centre-Forward,Premier Liga
1762,Ilya Agapov,ilya-agapov01,CSKA Moscow,1.0,Centre-Back,Premier Liga
1763,Roman Akbashev,roman-akbashev91,Fakel Voronezh,23.5,Attacking Midfield,Premier Liga
1764,Ilzat Akhmetov,ilzat-akhmetov97,Krasnodar,11.4,Attacking Midfield,Premier Liga
1765,Viktor Aleksandrov,viktor-aleksandrov02,Nizhny Novgorod,14.2,Centre-Back,Premier Liga
1766,Nuraly Alip,nuraly-alip99,Zenit,6.0,Centre-Back,Premier Liga
1767,Júnior Alonso,junior-alonso93,Krasnodar,12.0,Centre-Back,Premier Liga
1768,Ilnur Alshin,ilnur-alshin93,Fakel Voronezh,18.3,Right Winger,Premier Liga
1769,Islam Alsultanov,islam-alsultanov01,Akhmat Grozny,0.4,Centre-Forward,Premier Liga
1770,Mohamed Amine Brahimi,mohamed-amine-brahimi98,Fakel Voronezh,9.2,Left Winger,Premier Liga
1771,Léo Andrade,leo-andrade98,FC Khimki,12.0,Centre-Back,Premier Liga
1772,André,andre90,Torpedo Moscow,2.7,Centre-Forward,Premier Liga
1773,Victorien Angban,victorien-angban96,Sochi,5.0,Central Midfield,Premier Liga
1774,Nikola Antić,nikola-antic94,FC Khimki,10.2,Left-Back,Premier Liga
1775,Khyzyr Appayev,khyzyr-appayev90,Fakel Voronezh,26.3,Centre-Forward,Premier Liga
1776,Timur Ayupov,timur-ayupov93,Orenburg,17.3,Defensive Midfield,Premier Liga
1777,Sergey Babkin,sergey-babkin02,Samara,6.6,Central Midfield,Premier Liga
1778,Zelimkhan Bakayev,zelimkhan-bakayev96,Zenit,3.5,Right Winger,Premier Liga
1779,Keita Baldé,keita-balde95,Spartak Moscow,5.6,Centre-Forward,Premier Liga
1780,Mihajlo Banjac,mihajlo-banjac99,Krasnodar,17.6,Central Midfield,Premier Liga
1781,Wílmar Barrios,wilmar-barrios93,Zenit,25.9,Defensive Midfield,Premier Liga
1782,Ivan Bašić,ivan-basic02,Orenburg,7.9,Attacking Midfield,Premier Liga
1783,Batxi,batxi98,Krasnodar,8.2,Right Winger,Premier Liga
1784,Amir Batyrev,amir-batyrev02,Sochi,3.0,Attacking Midfield,Premier Liga
1785,Khoren Bayramyan,khoren-bayramyan92,Rostov,18.2,Attacking Midfield,Premier Liga
1786,Silvije Begić,silvije-begic93,Ural,13.2,Centre-Back,Premier Liga
1787,Bernard Berisha,bernard-berisha91,Akhmat Grozny,15.3,Left Winger,Premier Liga
